gene_id	start	stop1	stop2	len_cdna
AT3G21270.1	391	1005	1161	1360
AT2G31450.1	60	1199	1256	1385
AT3G16660.2	63	698	764	1002
AT3G63000.1	245	1486	1579	1669
AT5G08695.1	149	2221	2281	2643
AT5G16420.4	22	1629	1704	1925
AT5G60940.1	140	1429	1540	1887
AT3G61060.2	257	1132	1285	1374
AT5G24320.2	265	2361	2433	2783
AT1G06960.6	132	536	851	1130
AT5G42690.2	332	1954	2062	2208
AT3G11160.1	107	544	616	746
AT2G40070.3	1372	2844	2916	3029
AT3G55770.6	256	663	714	1246
AT4G14720.1	172	1119	1230	1598
AT5G43710.1	208	2082	2136	2204
AT1G49870.1	188	2674	2734	2908
AT5G63370.8	461	2299	2416	3261
AT1G22930.1	236	3631	3682	3928
AT4G28520.3	30	1391	1457	1570
AT5G43440.2	88	960	1029	1370
AT5G61760.2	399	1301	1364	1488
AT2G43740.1	410	1339	1393	1589
AT5G13310.1	80	1192	1276	2063
AT2G46640.3	131	982	1045	1311
AT2G43370.2	62	673	988	1062
AT4G35140.2	160	1785	2046	2236
AT2G41180.1	52	477	543	920
AT3G56860.1	177	1613	1691	2554
AT2G28860.1	69	1550	1610	1724
AT1G02960.4	147	1310	1367	1924
AT3G51870.1	77	1222	1300	1547
AT1G79270.3	1017	2558	2636	2851
AT5G61420.1	618	1481	1532	1812
AT1G09840.8	389	1654	1750	2049
AT2G11810.1	227	1624	1675	1801
AT3G04240.2	311	2545	2596	2798
AT4G10970.4	193	846	936	1190
AT3G15990.1	95	2056	2134	2274
AT5G01500.1	112	1359	1431	1616
AT5G42400.6	210	4376	4460	5227
AT1G25210.1	1	777	831	1194
AT2G39740.1	363	1898	2018	2314
AT1G10390.3	300	3425	3491	3666
AT5G45340.2	113	1453	1597	2042
AT3G57062.1	121	267	360	1000
AT1G50260.2	97	2001	2100	2248
AT1G64480.3	1	645	693	732
AT3G24065.1	12	419	509	582
AT3G24200.2	425	1948	2065	2212
AT3G25810.1	44	1840	1918	1996
AT5G06120.9	266	3421	3490	3871
AT2G23260.1	24	1394	1460	1513
AT1G06820.2	326	1891	1951	2473
AT1G70710.1	376	1854	1944	2081
AT1G35340.4	101	1036	1165	1184
AT2G19560.1	77	1318	1381	1552
AT1G08540.1	167	1885	1996	2049
AT5G14750.2	544	972	1059	1208
AT3G05250.1	64	900	954	1036
AT2G31730.1	344	805	874	1038
AT1G48630.1	110	1090	1159	1431
AT2G26350.3	381	1313	1451	1932
AT4G14785.1	54	341	398	689
AT3G19510.1	166	2337	2502	2781
AT3G06340.3	161	2182	2314	2652
AT1G18860.1	111	1697	1772	1885
AT1G12570.1	379	2097	2151	2342
AT3G17510.1	375	1709	1811	2094
AT1G43700.1	122	1147	1216	1457
AT3G11630.1	154	954	1026	1176
AT5G35995.1	185	1552	1687	1865
AT4G27320.1	230	1012	1207	1369
AT1G65486.4	7	288	339	347
AT5G08400.2	36	938	1004	1705
AT1G76510.3	228	1709	1757	2051
AT1G55250.1	1	2703	2757	2779
AT2G35480.2	554	1048	1147	1327
AT4G23730.3	472	1410	1482	1716
AT3G62750.1	57	1550	1631	1695
AT4G24275.1	202	582	771	900
AT4G10070.1	109	2166	2361	2576
AT2G40780.1	371	886	937	1082
AT5G02690.1	110	232	280	360
AT1G08070.1	22	2247	2319	2471
AT2G22250.1	186	1472	1520	1697
AT1G45223.1	81	428	485	580
AT2G46880.2	45	1028	1322	1538
AT1G80810.2	110	2434	2521	2583
AT3G47200.2	223	1653	1764	1868
AT3G23830.1	339	749	806	1082
AT2G26210.2	166	669	759	1070
AT1G55325.2	215	6220	6319	6940
AT2G42910.1	148	1161	1224	1434
AT1G58420.1	233	772	823	951
AT2G27680.1	123	1277	1367	1515
AT4G01915.2	159	380	428	1447
AT1G49960.1	62	1642	1738	1829
AT3G23605.1	194	652	808	911
AT5G41370.1	219	2522	2579	2768
AT5G23220.1	97	693	846	1153
AT3G56800.1	247	696	861	1143
AT3G01780.2	203	2749	2800	3981
AT1G32230.6	897	2663	2798	4188
AT1G17350.1	309	992	1043	1185
AT3G03250.1	148	1557	1674	2009
AT1G01310.1	68	793	871	977
AT4G00450.3	751	7458	7545	7822
AT2G28105.1	303	803	971	1003
AT1G05370.1	190	1443	1533	1714
AT5G18400.2	205	1023	1083	1296
AT1G27170.2	185	4339	4477	4537
AT5G23480.2	360	1709	1841	2530
AT3G12130.2	431	961	1027	1376
AT2G32500.2	118	948	1026	1075
AT3G24630.1	281	2455	2503	2607
AT1G50570.2	516	1682	1730	1809
AT1G22140.1	146	364	424	667
AT2G01750.2	182	2074	2125	2339
AT5G53850.5	214	1785	1851	2080
AT5G04620.1	810	1841	1922	1998
AT3G11950.1	134	1852	1918	2038
AT4G33530.1	256	2823	3009	3147
AT2G24140.4	178	999	1056	1273
AT5G47470.2	112	1290	1359	1722
AT1G44000.1	193	975	1041	1172
AT1G47900.3	92	3256	3448	3452
AT2G38780.8	17	1075	1144	3030
AT5G13410.1	82	852	954	977
AT2G02390.2	117	692	845	954
AT2G17310.1	19	1131	1209	1219
AT1G51470.1	41	1576	1648	1851
AT3G44890.1	111	704	788	1216
AT4G10890.3	1	1584	1671	2075
AT3G02600.1	351	1445	1715	1731
AT1G13480.1	39	1202	1289	1435
AT2G43640.2	108	473	530	681
AT1G63680.2	122	2440	2548	2986
AT3G57930.1	612	1037	1199	1431
AT2G32150.1	208	999	1047	1416
AT2G23980.5	524	2767	2854	2939
AT5G55950.1	253	1449	1524	1748
AT5G01980.1	209	1690	1756	2270
AT2G29630.4	149	1588	1675	2892
AT3G23530.1	560	3163	3220	3413
AT3G15790.2	323	1087	1153	1416
AT1G48390.3	198	1439	1499	1510
AT3G06290.2	152	5191	5293	5437
AT4G38350.2	117	4010	4133	4157
AT1G20080.1	91	1704	1767	1932
AT4G19030.3	79	756	804	1276
AT1G06770.1	391	1656	1710	1982
AT1G10480.1	168	803	893	1660
AT2G39810.1	165	2948	3032	3268
AT1G53400.1	350	694	763	925
AT5G15210.1	519	1334	1382	1743
AT1G27940.2	821	3916	3988	4083
AT3G24200.1	111	1628	1745	1892
AT3G59210.2	253	1707	1806	2098
AT2G41790.1	196	3108	3198	3332
AT2G40410.1	127	804	864	1697
AT5G13570.1	271	1392	1569	1829
AT2G44860.2	87	566	614	797
AT1G11710.1	173	2146	2329	2646
AT5G47370.1	361	1212	1347	1423
AT5G21120.3	9	1565	1637	1722
AT5G25510.1	395	1897	1981	2157
AT4G33000.1	1	771	843	1001
AT1G65470.1	213	2660	2753	3170
AT1G05590.1	373	2115	2262	2305
AT3G47340.4	71	1096	1204	1906
AT3G27740.2	75	1151	1313	1352
AT4G19990.7	309	2609	2663	2922
AT5G24970.3	221	2389	2443	2459
AT1G64490.1	34	408	489	707
AT5G06100.4	660	2222	2351	2537
AT5G51690.1	94	1581	1653	3183
AT1G25250.2	919	1842	1935	2112
AT2G48080.1	101	1417	1567	1619
AT5G11910.1	50	943	1015	1172
AT3G43210.3	467	3283	3358	3477
AT5G10480.3	104	796	964	1037
AT4G27650.2	318	1454	1508	1645
AT2G13820.1	24	533	587	739
AT1G72830.2	302	1327	1531	1565
AT2G14760.1	61	1047	1119	1300
AT5G62520.1	128	1057	1156	1700
AT3G04443.2	1319	1615	1705	2155
AT4G32285.2	561	2468	2531	2647
AT3G55710.1	284	1678	1810	1888
AT4G16750.1	198	737	785	1207
AT5G27690.1	150	1208	1289	1438
AT2G05440.2	97	561	651	771
AT3G16840.1	294	2774	2831	2908
AT3G42075.2	149	349	400	553
AT5G18540.2	140	640	694	944
AT3G07790.1	179	1705	1756	2074
AT3G66658.1	125	1789	1891	2155
AT4G35890.1	343	1914	2028	2400
AT1G08300.3	77	1933	2071	2091
AT2G40830.4	923	1909	2035	2196
AT4G26660.1	156	2576	2630	2778
AT1G10600.3	62	730	790	1042
AT4G21230.1	1	1929	2019	2034
AT3G49290.2	336	1274	1373	1394
AT4G31300.1	184	885	981	1106
AT2G22530.1	176	3052	3211	3255
AT1G59700.1	182	886	952	1124
AT5G65070.2	51	746	803	950
AT5G41610.1	426	2858	2918	3066
AT3G24830.1	89	709	832	1018
AT2G17970.3	528	1829	1877	2127
AT4G13480.1	32	817	892	927
AT5G15120.1	174	1055	1199	1438
AT5G17260.1	264	1694	1793	1833
AT5G05960.1	719	1069	1180	1208
AT1G52590.1	51	569	620	784
AT1G79900.1	338	1228	1276	1797
AT5G61540.2	546	1319	1484	1604
AT1G73470.2	514	1260	1311	1981
AT3G45650.2	377	2131	2206	2295
AT5G48640.2	366	983	1031	1248
AT3G20440.3	114	2807	2855	2987
AT5G42020.3	303	2324	2372	2617
AT4G38495.1	47	421	469	530
AT5G40440.4	165	1727	1775	1841
AT5G03060.1	140	1018	1069	1274
AT4G25433.1	154	486	579	751
AT3G03040.1	180	1598	1784	1960
AT1G32410.4	121	543	687	812
AT5G07730.1	120	914	998	1076
AT1G54220.1	138	1757	1865	2191
AT4G27370.2	225	3635	3731	3827
AT2G26800.2	254	1660	1711	1833
AT1G07290.1	565	1629	1677	1901
AT5G51850.2	597	2183	2243	2283
AT4G32710.1	338	2533	2644	2794
AT2G19090.1	538	2982	3030	3186
AT5G35980.1	592	3462	3588	3829
AT1G80670.1	279	1328	1439	1612
AT1G73880.1	216	1637	1736	1877
AT3G60240.4	193	5376	5439	5526
AT2G30690.2	194	2476	2578	2997
AT4G13100.8	463	1242	1305	1371
AT5G07590.1	147	1523	1580	1885
AT5G45330.1	141	1856	1931	2151
AT3G20440.2	87	2786	2834	3207
AT4G15140.1	31	528	678	787
AT1G20900.1	499	1434	1524	1547
AT3G17730.1	108	848	914	1215
AT3G63060.1	410	1228	1354	1576
AT1G62680.1	95	1741	1846	2448
AT1G08695.1	26	292	346	383
AT2G41540.4	956	2344	2443	2594
AT4G30590.1	94	666	720	842
AT1G63050.1	178	1575	1737	1759
AT5G63660.1	207	428	491	690
AT2G37050.4	365	2512	3244	3516
AT1G24265.3	66	1217	1331	1500
AT5G39720.1	56	553	607	703
AT1G26580.3	1038	2321	2417	2629
AT1G01800.2	164	946	1009	1098
AT5G21950.5	135	953	1016	1924
AT1G20980.1	572	3679	3796	4187
AT5G09250.3	157	489	585	774
AT1G80630.1	53	1789	1885	1972
AT1G79630.3	751	1935	2028	2221
AT5G60920.1	407	1777	1882	2091
AT2G38780.7	22	1080	1179	2850
AT3G60330.4	215	3100	3169	3309
AT5G58130.1	53	2299	2356	2440
AT2G45080.1	61	729	792	1015
AT5G58740.1	101	577	625	838
AT2G37320.1	85	1587	1647	1713
AT1G26190.1	276	2300	2435	2490
AT3G09670.1	335	2515	2638	2756
AT3G07930.3	198	1535	1631	1758
AT1G06670.1	158	4888	4948	5210
AT1G63940.2	221	1702	1774	2142
AT2G47220.1	317	1726	1789	2062
AT2G39400.1	108	1043	1133	1394
AT2G35510.1	523	2229	2298	2437
AT5G14740.7	1380	2159	2228	2443
AT2G15695.1	203	1465	1522	1779
AT1G52342.1	420	683	830	1356
AT1G14940.1	52	519	702	757
AT5G59430.4	372	2105	2174	2355
AT3G03420.2	126	593	644	1203
AT1G09195.13	74	1711	1759	2195
AT2G29485.1	245	454	505	674
AT5G49800.2	61	675	882	1060
AT5G26940.1	148	1098	1185	1269
AT4G14930.2	246	1178	1295	1976
AT1G22700.3	353	988	1093	1153
AT5G55410.1	128	451	529	755
AT1G64030.1	1	1158	1209	1242
AT1G14560.1	677	1672	1735	1957
AT3G27785.1	223	1536	1638	1700
AT2G23910.2	127	951	1020	1394
AT2G04550.1	346	1119	1248	1447
AT1G79490.1	175	2685	2760	2877
AT1G55620.1	807	2564	2618	2782
AT2G17130.1	142	1245	1380	1493
AT5G26570.1	102	3692	3779	3898
AT1G54510.4	50	1888	2008	2172
AT2G43360.1	124	1260	1338	1502
AT2G17640.1	270	1241	1307	1401
AT1G77330.1	191	1114	1207	1384
AT2G40240.1	147	1202	1310	1614
AT2G21940.2	346	1257	1308	1607
AT3G09600.9	533	1213	1294	2008
AT3G16630.1	521	2905	3061	3190
AT4G25690.2	333	908	1004	1120
AT2G17972.1	40	516	564	746
AT1G48780.2	325	870	918	1012
AT5G19660.3	845	3259	3310	3437
AT1G60780.1	339	1625	1688	1961
AT4G35300.5	667	2295	2376	2471
AT5G62840.1	67	960	1020	1117
AT2G25710.1	173	1276	1324	1592
AT1G77890.5	93	1475	1589	1759
AT1G48130.1	182	832	883	1059
AT5G51620.3	139	297	360	844
AT5G66670.3	531	1757	1856	1973
AT2G22570.2	87	614	665	974
AT1G22640.2	522	1079	1187	1320
AT5G62200.1	222	794	845	1209
AT1G64625.2	236	1789	1852	1988
AT4G30935.1	200	1600	1669	1752
AT1G23060.4	79	1182	1269	1409
AT2G33750.2	188	1231	1318	1351
AT5G19950.1	72	1403	1484	1789
AT1G75640.1	161	3583	3649	3812
AT3G09300.1	222	1598	1667	1804
AT1G51690.3	50	1861	1948	2336
AT4G17480.1	148	1062	1194	1462
AT3G04490.1	175	3531	3618	3687
AT1G72070.2	108	398	455	457
AT2G05520.3	56	433	496	668
AT2G33710.1	253	909	1020	1671
AT1G66320.1	24	1397	1448	1626
AT3G44740.3	284	1018	1099	1486
AT5G09800.1	195	1424	1577	1643
AT1G80810.4	524	2848	2935	3089
AT3G58170.1	310	678	726	951
AT3G45980.1	70	522	606	727
AT4G24840.1	228	2498	2597	2776
AT3G25660.1	180	1793	1844	2091
AT4G25740.1	77	610	664	962
AT2G40830.3	292	1278	1404	1565
AT5G25100.2	162	2117	2168	2485
AT1G53340.3	3	2072	2123	2149
AT2G17150.5	574	2547	2625	3991
AT2G01275.2	210	989	1040	1100
AT5G50850.1	294	1385	1439	1879
AT4G04320.1	225	1781	1835	1949
AT3G02260.2	192	15425	15536	15700
AT5G38310.1	131	697	766	973
AT5G62840.2	2	700	760	779
AT5G46330.2	228	3749	3851	4138
AT4G18520.1	112	1965	2013	2119
AT3G24255.8	23	973	1060	1136
AT5G36930.2	728	4303	4429	4630
AT3G54740.7	528	1700	1808	1895
AT2G28250.3	383	2080	2134	2357
AT1G12900.3	189	1241	1292	1389
AT1G18620.5	387	2909	2990	3209
AT1G13280.1	237	1001	1151	1343
AT4G12610.1	123	1754	1901	2711
AT5G64680.1	132	743	848	896
AT3G11500.2	164	403	454	696
AT5G64240.1	217	1134	1341	1627
AT4G35270.1	400	3291	3354	3684
AT1G55475.2	465	827	941	1801
AT4G14510.1	118	2841	2892	3530
AT4G30360.1	241	2403	2454	2769
AT2G46820.2	193	717	837	988
AT1G61180.2	216	2915	3137	3414
AT1G03280.3	201	1640	1715	1948
AT1G22910.2	816	1544	1595	2287
AT4G29750.2	1	2457	2517	2830
AT5G28500.1	255	1559	1634	1829
AT2G11000.1	207	2393	2447	2616
AT3G09290.1	105	623	680	861
AT3G13050.1	220	1722	1788	1925
AT5G63370.3	545	1981	2101	3109
AT1G54217.8	156	467	548	892
AT3G55770.4	226	645	699	1405
AT4G32295.4	618	1109	1169	1335
AT3G07180.2	39	1403	1454	1621
AT1G17890.1	209	1195	1261	1409
AT5G46420.1	564	2525	2579	2692
AT1G06475.1	135	416	482	574
AT2G25290.2	218	2455	2524	2876
AT4G00630.1	309	3833	3926	4242
AT5G52040.3	363	1352	1412	1655
AT5G11470.2	391	2343	2391	2742
AT3G12670.1	139	1914	1980	3234
AT1G15780.2	274	4374	4479	4856
AT3G04500.1	113	850	910	1153
AT4G24710.2	128	1183	1243	1891
AT4G20310.5	49	1494	1671	1959
AT1G04970.1	129	1595	1745	1791
AT4G15563.1	786	1289	1370	1507
AT2G19920.2	124	2946	3081	3310
AT2G46030.2	616	1176	1230	1400
AT1G28470.1	136	1080	1128	1471
AT1G36070.3	511	1410	1530	1546
AT2G18280.2	479	1663	1777	1955
AT4G12790.3	105	920	1007	1145
AT5G20450.1	106	1131	1251	1440
AT3G18950.1	367	1788	1842	2146
AT3G59700.1	26	2011	2065	2274
AT1G64360.1	120	377	431	706
AT4G24450.2	398	4234	4297	4400
AT3G59680.2	257	946	1048	1170
AT5G52240.1	182	844	961	1129
AT1G56590.1	160	1407	1512	1709
AT3G06860.1	192	2369	2522	2717
AT5G58880.1	76	3345	3393	3599
AT5G06750.2	192	1127	1178	1244
AT5G20360.2	1	2430	2526	3219
AT4G26670.1	141	773	872	1333
AT5G50090.1	305	784	841	1297
AT4G20940.1	1	3114	3174	3356
AT3G20930.1	78	1202	1412	1938
AT1G24577.1	241	468	537	748
AT1G48370.2	174	1859	1949	2000
AT5G26280.2	14	997	1069	1166
AT1G05894.1	96	1469	1556	1591
AT4G39925.1	31	219	288	429
AT4G12720.1	235	1083	1197	1653
AT2G02490.1	91	1008	1059	1244
AT2G15760.1	251	1198	1300	1395
AT2G34185.1	64	399	453	808
AT5G44570.1	24	425	488	800
AT3G57230.1	338	1060	1213	1415
AT1G14180.1	328	1374	1422	1817
AT2G16530.5	95	1084	1147	1539
AT3G56920.1	277	1293	1536	1730
AT5G37730.1	131	679	766	820
AT1G71310.3	221	718	901	1320
AT4G36420.1	90	629	701	929
AT2G20562.1	201	422	530	641
AT1G11700.1	269	874	928	1174
AT5G37780.2	89	583	640	825
AT1G26665.1	201	770	827	901
AT2G33980.2	149	928	1066	1345
AT1G68150.1	22	1146	1314	1322
AT5G19320.2	175	1812	1917	2026
AT5G66070.1	314	979	1027	1186
AT1G07670.1	162	3347	3503	3632
AT3G01810.3	449	3214	3265	3402
AT3G27670.1	227	5752	5809	5902
AT4G12880.1	287	712	805	903
AT5G50665.3	731	922	985	1687
AT2G03390.5	145	966	1014	1476
AT5G59090.1	265	2475	2559	2921
AT5G59090.2	41	2236	2320	2456
AT3G14720.3	457	1734	1806	2475
AT2G48130.5	80	631	688	3074
AT2G37990.1	79	1035	1200	1225
AT3G17770.1	247	2034	2115	2368
AT2G31530.1	50	1777	1834	2101
AT5G22355.1	56	2050	2107	2266
AT1G69340.1	262	1950	2001	2149
AT4G14385.1	331	822	918	1154
AT4G25470.1	150	800	890	986
AT1G19340.1	332	1576	1630	1894
AT2G04270.5	191	3196	3313	3392
AT1G65510.1	23	265	358	499
AT4G36050.3	149	1978	2032	2385
AT1G33280.1	131	1048	1162	1180
AT2G42810.1	275	1729	1870	2130
AT1G64170.1	189	2624	2747	2879
AT2G33340.3	144	1601	1841	2087
AT5G45240.2	1	2436	2523	2693
AT1G72280.1	183	1592	1649	1810
AT4G32660.2	269	1339	1492	1698
AT5G13490.1	305	1462	1618	1777
AT1G09600.1	722	2866	2962	3100
AT5G05987.1	185	814	913	1105
AT4G33560.1	309	596	650	765
AT2G44540.1	1	1476	1551	1598
AT1G30755.5	790	2637	2697	2897
AT3G20200.2	487	2775	2898	3135
AT5G56420.2	293	1561	1609	1839
AT5G67610.2	25	1521	1725	1814
AT1G54217.6	349	657	738	1082
AT1G69540.1	424	1458	1548	1763
AT3G06760.2	214	918	1032	1119
AT1G19240.1	63	377	494	696
AT1G59865.2	1	348	417	743
AT3G57800.1	292	1572	1638	1817
AT2G20825.1	449	1135	1342	1424
AT2G17520.1	269	2794	2866	2994
AT1G80290.1	666	1655	1751	1904
AT4G33280.2	81	938	1013	1909
AT1G27430.2	353	4390	4858	5078
AT1G30850.1	54	956	1094	1233
AT2G41830.2	93	2765	3005	3087
AT1G60140.5	415	3000	3117	3312
AT2G31955.6	118	1170	1464	1802
AT4G30260.3	177	1019	1124	1291
AT5G23250.2	143	1036	1090	1614
AT2G20900.1	355	1884	1941	2021
AT3G49500.1	213	3803	3863	4015
AT5G38510.1	198	1502	1631	1701
AT1G06230.2	632	2932	2995	3602
AT3G32930.1	222	971	1061	1126
AT5G12110.1	16	702	762	1866
AT5G13310.2	72	1184	1268	1585
AT2G20790.4	262	1959	2115	2677
AT4G35900.2	365	1099	1168	1867
AT1G70100.4	259	1707	1812	2056
AT3G29130.1	89	448	535	704
AT1G67210.2	187	1398	1458	1634
AT1G10060.7	207	1328	1412	1795
AT3G05160.1	299	1675	1765	1870
AT1G23120.1	150	596	650	826
AT4G18270.1	211	1653	1716	2344
AT2G45290.2	175	2400	2583	2776
AT1G08600.4	251	4690	4741	4872
AT1G65060.2	46	1533	1614	2081
AT1G22430.2	64	1230	1281	1468
AT5G59160.3	231	1169	1250	1424
AT1G61097.1	126	530	650	686
AT2G24630.2	494	2566	2632	2928
AT2G01275.1	189	968	1019	1080
AT2G44460.2	58	1368	1422	1556
AT5G20200.1	165	2453	2579	2660
AT3G02600.2	351	1352	1622	1638
AT1G18900.3	423	3083	3137	3156
AT4G27980.3	154	1962	2097	2158
AT5G05980.1	52	1767	1893	2015
AT1G74550.1	42	1505	1640	1667
AT1G53090.2	425	2809	2953	3016
AT3G50210.2	407	1159	1228	1326
AT4G34140.9	999	2168	2231	2415
AT5G44600.1	75	1076	1136	1274
AT2G35720.1	228	1844	1949	2089
AT1G06148.1	424	651	723	1755
AT3G01610.1	178	2640	2691	2797
AT1G19100.1	456	2447	2528	2643
AT1G72830.1	678	1700	1904	2254
AT1G28660.2	18	1166	1235	1310
AT5G13050.1	82	915	1065	1271
AT4G12910.1	325	1818	1884	2156
AT1G06620.2	75	929	977	1578
AT5G17650.1	295	816	918	1138
AT2G03470.1	177	1529	1583	1777
AT4G26330.1	1	2241	2307	2354
AT1G30970.3	181	1356	1440	2141
AT3G61640.1	396	620	689	862
AT1G11260.1	225	1793	1853	2483
AT5G45140.1	179	3664	3808	3931
AT3G14415.2	256	1377	1437	1635
AT2G40580.1	101	1036	1102	1140
AT3G59200.2	145	1242	1299	1962
AT5G02010.1	341	1981	2044	2193
AT4G20540.1	152	964	1060	1094
AT5G25380.3	1	1314	1554	1563
AT1G07690.3	8	628	709	835
AT5G57720.1	137	1039	1087	1221
AT2G37440.2	528	1724	1787	1947
AT4G19520.4	211	5214	5283	5700
AT4G15510.5	356	973	1063	1137
AT4G04980.1	238	2880	3177	3398
AT5G44860.2	160	1125	1278	1387
AT3G55890.2	299	607	700	1269
AT4G16515.1	118	378	459	578
AT2G09970.1	20	520	685	700
AT5G67340.1	298	2421	2538	2818
AT3G17120.5	1060	1719	1860	2097
AT1G08230.6	720	1718	1784	1786
AT5G61540.1	142	1221	1386	1506
AT3G02900.2	14	520	604	759
AT2G43810.3	151	426	591	842
AT1G17010.1	101	1186	1315	1355
AT3G13680.1	31	1218	1296	1463
AT4G15980.1	1	2106	2163	2214
AT1G07890.8	315	1067	1172	1297
AT5G02100.2	161	1129	1201	1810
AT3G27930.3	124	1332	1479	1578
AT1G53885.1	293	673	868	876
AT3G57470.4	449	3124	3211	3403
AT5G03440.2	238	534	669	898
AT4G04540.1	83	2062	2158	2244
AT5G08440.1	412	2592	2661	2789
AT1G47200.1	107	649	772	999
AT2G05440.6	53	394	484	604
AT1G72320.2	171	2366	2420	2858
AT1G79760.1	45	944	1001	1397
AT5G57060.4	459	872	971	1277
AT3G54740.1	519	1691	1799	1911
AT5G43080.2	234	1286	1379	1458
AT4G37440.2	173	1507	1612	1827
AT3G55130.1	166	2343	2403	2615
AT3G63400.1	148	1860	1926	2084
AT1G03070.2	236	979	1105	1165
AT5G14740.6	1775	2554	2623	2838
AT4G36850.4	70	1002	1086	1481
AT5G05380.2	1	855	930	1024
AT5G07330.1	118	615	714	848
AT1G08970.2	200	895	943	1216
AT2G40935.1	204	776	854	907
AT2G05840.1	208	948	1002	1365
AT1G35320.2	1	468	612	2135
AT4G22840.1	134	1363	1423	1502
AT3G51880.5	114	650	785	917
AT1G80245.4	662	961	1087	1286
AT2G26310.3	205	1308	1371	1721
AT1G56550.1	300	1451	1562	1695
AT1G80970.4	61	705	858	1015
AT4G28980.3	33	1472	1607	1955
AT1G03280.1	219	1658	1733	1966
AT1G71680.2	85	1176	1230	1968
AT5G19460.1	364	1488	1638	1938
AT3G05600.1	149	1144	1255	1385
AT3G06020.1	104	1006	1126	1200
AT2G45250.2	1	648	756	896
AT1G27470.1	86	2518	2581	2837
AT5G50110.2	381	1007	1091	1146
AT5G43250.1	141	533	632	862
AT5G62170.4	604	2415	2475	2553
AT5G58910.2	271	1974	2037	2133
AT5G36740.3	307	3015	3096	4622
AT5G45050.1	169	4287	4377	4389
AT5G51460.4	416	1570	1636	1863
AT5G58280.3	31	948	996	1137
AT4G23390.1	27	1232	1283	1339
AT2G32520.1	95	814	946	1118
AT3G60870.1	394	1191	1281	1443
AT1G07940.1	159	1508	1718	1905
AT3G22942.1	399	701	755	1238
AT1G72550.1	205	2001	2214	2260
AT3G27280.1	96	935	1001	1292
AT3G11230.2	121	609	705	847
AT1G05900.1	41	985	1033	1548
AT5G18310.3	925	1347	1401	1807
AT5G07770.3	127	2316	2388	2754
AT3G02660.2	280	1815	1884	1902
AT3G55280.3	119	565	727	755
AT2G41430.1	276	767	845	995
AT1G32760.1	172	1116	1164	1389
AT1G19396.3	96	248	371	476
AT2G01830.5	370	3579	3642	3928
AT2G22260.2	425	1369	1417	1825
AT1G77280.1	167	2428	2545	2898
AT4G24740.10	398	1063	1159	1262
AT1G53790.2	71	1456	1528	1861
AT1G61566.1	119	346	424	551
AT4G15360.1	6	1589	1673	1697
AT1G08760.1	435	2681	2759	2895
AT5G47620.4	347	1708	1858	2066
AT5G35603.1	1	354	444	985
AT3G28590.1	1	240	288	345
AT1G67320.2	136	1500	1548	1741
AT1G73430.1	442	2796	2991	3087
AT1G22760.1	275	2257	2380	2518
AT3G43210.1	286	3102	3177	3249
AT4G04620.3	665	1033	1090	1254
AT4G25960.1	83	3904	4021	4171
AT1G06110.3	236	1156	1225	1606
AT5G06120.5	418	3600	3669	4002
AT1G75160.1	128	1315	1390	1517
AT4G25550.1	153	755	860	1155
AT3G44630.3	124	3846	4008	4350
AT1G73470.1	93	1148	1199	1869
AT1G63860.5	1	2802	3294	3722
AT1G15170.1	288	1733	1793	1950
AT2G36835.1	226	600	675	859
AT3G10640.2	563	1075	1153	1266
AT3G43210.2	460	3276	3351	3423
AT5G38490.1	171	1265	1427	1461
AT4G16650.1	343	1992	2064	2392
AT5G25490.2	223	735	792	1300
AT5G63220.3	137	1009	1087	1231
AT4G18360.3	134	913	982	1567
AT2G26300.2	955	2106	2154	2386
AT5G07060.2	92	1159	1213	1352
AT5G58370.2	300	1697	1754	2182
AT5G48690.1	94	1065	1182	1309
AT2G23930.1	103	345	411	689
AT5G57160.1	139	3798	3855	3983
AT4G00450.2	854	7561	7648	7925
AT3G02600.7	551	1495	1765	1781
AT2G47980.1	217	3513	3636	3696
AT4G26190.5	286	3459	3531	3725
AT1G16670.1	379	1551	1611	1929
AT2G05210.1	650	2053	2107	2224
AT2G02170.2	359	1819	1888	1981
AT1G16410.2	56	1327	1396	1852
AT3G16230.13	195	1172	1244	1412
AT1G64080.1	244	1479	1548	1732
AT3G49560.1	124	909	984	1227
AT2G28970.2	593	2848	2923	3050
AT4G26520.3	329	1405	1462	1639
AT5G53850.4	816	2072	2138	2367
AT5G22370.3	366	1262	1328	1507
AT1G32540.5	559	1038	1116	1626
AT1G62981.2	162	1193	1268	1383
AT3G52560.1	194	634	685	943
AT4G02540.1	204	2672	2744	2838
AT4G05060.1	542	1405	1525	1585
AT3G05880.1	431	595	655	879
AT2G25690.1	288	1262	1334	1721
AT5G25820.1	234	2198	2252	2346
AT3G07960.1	499	2646	2775	2930
AT5G35550.2	129	914	995	1146
AT4G16950.1	128	4477	4552	5254
AT3G63510.1	7	1266	1317	1378
AT2G32295.1	344	1735	1783	1955
AT5G05480.1	107	1933	2014	2099
AT1G74420.2	73	1650	1728	1777
AT1G48175.5	417	920	1088	1194
AT3G03320.1	158	892	946	1067
AT3G01380.2	53	3058	3181	3466
AT1G01290.1	98	910	958	2021
AT5G66640.1	78	1430	1487	1614
AT3G08505.2	206	1177	1252	1494
AT1G48070.2	20	364	466	515
